TractId,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
1055001700,Alabama,Etowah County,1721,791,930,7.1,49.6,40.7,0.0,0.5,0.0,1301,22650.0,5652.0,18265.0,2235.0,27.6,38.4,21.8,35.2,9.4,13.7,19.8,77.2,20.6,0.0,0.0,0.0,2.2,14.1,786,86.4,11.2,1.8,0.6,6.9
1055010100,Alabama,Etowah County,2295,1096,1199,5.0,68.6,22.7,0.0,0.4,0.0,1801,37825.0,6634.0,17251.0,2840.0,26.1,36.4,20.7,23.2,23.5,5.6,27.1,93.4,4.6,0.0,0.0,0.0,2.0,21.1,846,87.7,8.6,3.7,0.0,15.9
1055010200,Alabama,Etowah County,4946,2311,2635,5.8,77.4,13.3,0.0,0.0,1.3,3559,41250.0,4657.0,21618.0,3523.0,6.1,11.6,24.7,11.0,22.7,10.0,31.6,88.4,9.0,1.9,0.0,0.0,0.7,21.9,2099,81.7,14.8,3.5,0.0,12.2
1055010300,Alabama,Etowah County,2602,1372,1230,0.0,91.9,6.7,1.1,0.0,0.0,2125,52358.0,5488.0,22273.0,4136.0,7.0,6.7,26.5,17.2,26.5,15.8,13.9,87.2,2.6,0.0,0.2,0.0,10.0,20.4,1081,65.0,22.7,12.3,0.0,3.2
1055010401,Alabama,Etowah County,3653,1754,1899,3.8,64.6,26.7,0.0,4.7,0.2,2486,44918.0,6016.0,23530.0,3463.0,24.2,32.6,39.6,13.2,24.8,9.8,12.6,83.7,9.5,0.0,0.0,1.9,5.0,19.8,1535,86.1,12.5,1.4,0.0,6.7
1055010402,Alabama,Etowah County,5072,2413,2659,4.3,88.6,6.4,0.0,0.7,0.0,3882,53740.0,5404.0,27121.0,2834.0,12.9,27.5,41.0,16.3,16.7,13.2,12.8,83.9,9.1,0.0,0.0,1.1,5.8,24.8,2039,82.8,15.9,1.3,0.0,8.1
1055010501,Alabama,Etowah County,8376,3902,4474,1.5,95.1,1.3,0.3,1.2,0.0,6579,69079.0,8238.0,30532.0,2751.0,3.1,0.0,44.4,20.1,19.6,5.4,10.5,90.3,2.4,0.0,0.0,0.9,6.4,22.8,4216,79.2,16.2,4.5,0.0,1.7
1055010502,Alabama,Etowah County,5237,2330,2907,0.2,93.0,1.9,2.9,0.0,0.0,4359,55216.0,14308.0,24774.0,3602.0,10.4,10.0,28.1,11.8,23.2,15.1,21.8,84.9,8.5,0.0,0.0,0.8,5.8,25.2,1928,80.1,13.2,6.7,0.0,10.3
1055010601,Alabama,Etowah County,5149,2381,2768,0.3,98.9,0.0,0.0,0.0,0.0,3993,54357.0,10808.0,26847.0,3165.0,8.8,18.1,39.8,14.2,22.5,8.4,15.1,87.4,3.2,0.0,0.0,0.0,9.4,20.7,2086,72.9,15.9,11.2,0.0,3.2
1055010602,Alabama,Etowah County,3780,1727,2053,0.2,97.1,0.0,0.0,0.0,0.0,2992,41875.0,4745.0,20491.0,3231.0,13.1,16.6,26.2,21.0,22.9,14.3,15.7,83.2,14.5,0.8,0.7,0.0,0.9,35.0,1578,75.2,14.4,9.4,1.0,6.5
1055010700,Alabama,Etowah County,3797,1898,1899,3.3,89.1,6.3,0.0,0.0,0.0,2961,50106.0,6277.0,22600.0,2748.0,9.8,12.7,20.0,21.6,23.0,10.2,25.1,80.5,10.3,0.0,0.0,0.7,8.5,29.5,1711,74.1,13.7,12.3,0.0,2.9
1055010800,Alabama,Etowah County,2897,1588,1309,1.7,92.7,2.9,0.7,0.0,0.0,2226,50478.0,8107.0,20721.0,2655.0,12.4,10.0,30.5,15.7,23.6,10.7,19.5,89.2,4.6,0.0,0.6,2.0,3.5,28.9,1088,80.1,16.6,2.7,0.6,8.8
1055010900,Alabama,Etowah County,1656,838,818,1.8,93.1,3.8,0.0,0.4,0.0,1249,44243.0,7266.0,20706.0,2557.0,12.6,14.1,31.0,20.6,12.2,12.5,23.8,80.0,14.4,0.0,0.0,0.0,5.6,28.4,714,78.7,12.2,9.1,0.0,8.1
1055011001,Alabama,Etowah County,4699,2230,2469,0.5,96.5,0.0,2.5,0.3,0.0,3526,44886.0,8059.0,20806.0,2136.0,19.6,32.8,23.6,16.6,22.6,14.0,23.2,87.9,6.6,0.0,2.2,0.7,2.6,25.1,1858,75.5,12.8,11.5,0.2,9.7
1055011002,Alabama,Etowah County,4720,2512,2208,8.2,89.2,1.8,0.3,0.0,0.0,3390,48208.0,9014.0,19676.0,2329.0,12.5,14.2,19.4,11.4,31.2,8.2,29.9,84.3,13.1,0.0,0.0,0.0,2.6,33.4,2070,83.7,11.9,4.4,0.0,3.5
1055011100,Alabama,Etowah County,5559,2742,2817,1.7,94.6,0.2,0.8,0.5,0.0,3953,35745.0,10595.0,17155.0,2334.0,29.6,46.8,23.3,23.1,18.4,9.7,25.5,82.5,12.8,0.0,0.0,0.0,4.7,38.4,1916,82.3,9.9,6.3,1.6,7.7
1055011200,Alabama,Etowah County,2438,1073,1365,11.6,33.2,52.3,0.0,0.0,0.0,1656,21466.0,2702.0,12762.0,2186.0,37.1,62.3,8.4,47.7,10.3,7.7,25.8,85.5,13.0,1.6,0.0,0.0,0.0,16.1,844,88.4,11.6,0.0,0.0,2.5
1057020000,Alabama,Fayette County,1509,701,808,0.0,99.0,1.0,0.0,0.0,0.0,1178,41875.0,15514.0,20828.0,3165.0,11.8,16.9,22.5,15.1,26.9,5.4,30.1,77.0,18.5,0.0,0.0,1.6,2.9,39.1,631,87.6,11.3,1.1,0.0,11.3
1057020100,Alabama,Fayette County,3202,1692,1510,0.0,95.8,3.2,0.0,0.6,0.0,2513,43261.0,11972.0,23822.0,3239.0,7.2,15.4,26.6,21.6,18.3,8.8,24.8,88.9,8.6,0.0,0.0,0.0,2.5,26.6,1400,76.7,16.3,7.0,0.0,4.8
1057020200,Alabama,Fayette County,4201,2062,2139,1.3,74.5,22.3,0.0,0.7,0.0,3323,45982.0,6479.0,24142.0,3121.0,12.5,13.6,39.6,14.1,17.8,8.5,19.9,83.4,9.8,0.0,2.6,0.0,4.3,21.9,1661,75.3,21.6,2.8,0.4,5.9
1057020300,Alabama,Fayette County,3889,1963,1926,5.1,71.7,20.0,0.0,0.7,0.0,3004,31349.0,4105.0,19113.0,4039.0,27.6,36.1,32.2,21.7,19.2,8.6,18.4,78.2,17.0,0.0,3.0,0.0,1.8,26.6,1247,78.3,14.5,7.2,0.0,13.3
1057020400,Alabama,Fayette County,3856,1773,2083,0.6,95.5,2.3,0.0,0.1,0.0,3026,32656.0,6200.0,18028.0,2421.0,26.2,37.9,18.6,16.4,16.9,20.2,27.9,89.1,8.8,0.0,0.0,1.7,0.4,32.3,1368,85.2,9.9,4.3,0.5,8.7
1059972900,Alabama,Franklin County,3778,1803,1975,16.8,72.9,9.7,0.5,0.0,0.0,2840,41838.0,13242.0,21017.0,2797.0,17.7,32.1,25.2,17.0,22.1,10.3,25.4,78.2,19.5,0.0,1.1,0.0,1.2,28.2,1666,73.8,20.8,5.4,0.0,8.1
1059973000,Alabama,Franklin County,5611,2954,2657,38.3,50.7,8.8,0.0,1.8,0.0,3296,37091.0,12443.0,16086.0,2900.0,31.0,63.0,24.2,8.6,21.6,9.8,35.9,92.7,4.3,0.0,0.0,0.5,2.4,21.2,2466,85.6,10.2,4.2,0.0,5.9
1059973100,Alabama,Franklin County,2565,1373,1192,3.1,95.8,0.0,0.4,0.0,0.0,2023,41409.0,6056.0,21392.0,2029.0,17.0,24.0,23.3,19.2,19.6,9.9,27.9,85.3,11.5,0.0,0.9,0.0,2.3,34.1,1077,75.9,12.8,11.3,0.0,5.1
1059973200,Alabama,Franklin County,4312,2393,1919,34.1,55.7,7.1,0.0,0.0,0.0,2272,50244.0,10527.0,20663.0,4423.0,32.0,54.2,21.0,14.2,14.9,24.7,25.3,76.4,15.8,0.0,0.0,5.2,2.6,30.5,1501,81.5,13.7,4.9,0.0,9.5
1059973300,Alabama,Franklin County,2829,1592,1237,15.4,73.9,9.9,0.0,0.0,0.0,2130,39276.0,7407.0,21568.0,4009.0,13.1,24.3,31.0,9.1,17.9,12.7,29.3,74.6,5.5,0.0,0.0,14.5,5.4,32.6,1162,72.1,18.6,9.3,0.0,5.1
1059973400,Alabama,Franklin County,2752,1238,1514,0.5,99.1,0.0,0.0,0.2,0.0,1964,35000.0,5447.0,15863.0,2996.0,32.0,43.9,18.9,13.6,30.3,12.2,25.0,90.9,6.6,0.0,0.0,1.6,0.9,24.7,949,79.3,8.2,12.4,0.0,11.0
1059973500,Alabama,Franklin County,2186,1081,1105,1.5,97.0,0.0,0.0,0.0,1.5,1738,39244.0,5107.0,23022.0,2931.0,9.9,12.2,18.9,13.2,19.3,8.1,40.5,82.3,10.1,0.7,0.0,5.7,1.2,32.3,1100,75.6,17.7,6.5,0.2,5.7
1059973600,Alabama,Franklin County,1595,798,797,3.9,94.3,0.0,1.1,0.6,0.0,1263,38618.0,3369.0,22626.0,4045.0,10.0,4.3,17.7,14.0,20.0,15.8,32.5,86.6,11.9,0.5,0.0,0.6,0.3,30.5,634,84.7,11.7,3.6,0.0,12.3
1059973700,Alabama,Franklin County,5879,2586,3293,4.5,94.7,0.4,0.1,0.0,0.0,4409,36488.0,6468.0,17656.0,2418.0,24.0,40.3,31.0,18.1,23.8,7.7,19.4,91.0,8.1,0.8,0.0,0.0,0.2,29.3,1979,75.5,22.5,2.0,0.0,11.7
1061050100,Alabama,Geneva County,4715,2372,2343,6.4,80.3,9.0,1.1,0.0,0.0,3601,30017.0,3519.0,17218.0,1460.0,28.1,44.4,23.4,18.5,17.8,19.1,21.3,85.2,10.3,0.0,1.0,0.6,2.9,31.1,1647,74.3,18.0,7.7,0.0,12.0
1061050200,Alabama,Geneva County,2388,1232,1156,3.9,88.2,6.1,0.0,0.0,0.0,1857,60852.0,12701.0,26427.0,2653.0,7.7,7.9,14.5,14.5,18.6,32.7,19.6,85.8,7.6,0.0,0.0,3.3,3.3,29.2,1019,73.5,18.1,7.0,1.5,4.1
1061050300,Alabama,Geneva County,5534,2446,3088,0.9,83.6,11.1,0.0,1.7,0.0,4146,36551.0,8210.0,19849.0,2609.0,29.7,52.4,20.5,21.9,15.9,19.5,22.3,79.7,15.8,0.0,0.0,4.5,0.0,23.9,2092,69.2,20.4,9.8,0.6,9.2
1061050400,Alabama,Geneva County,5643,2761,2882,3.1,82.9,11.2,1.3,0.0,0.0,4412,43304.0,4372.0,23608.0,2915.0,22.1,34.4,27.9,15.8,20.0,14.9,21.4,84.1,7.8,0.0,1.5,2.9,3.7,23.6,2142,69.9,20.4,9.8,0.0,9.0
1061050500,Alabama,Geneva County,4309,2244,2065,6.9,77.7,12.7,0.8,0.3,0.0,3320,44570.0,6083.0,21609.0,2904.0,21.5,40.7,17.4,18.3,23.9,21.4,19.0,86.7,7.7,0.2,0.0,1.3,4.0,29.1,1687,79.4,8.4,12.2,0.0,11.4
1061050600,Alabama,Geneva County,3983,1953,2030,2.1,94.8,1.9,0.0,0.0,0.0,3153,37197.0,8266.0,20029.0,2358.0,16.2,24.4,29.3,13.0,33.2,13.3,11.2,81.3,11.3,0.0,0.7,1.5,5.2,29.1,1719,78.6,12.3,9.1,0.0,5.5
1063060000,Alabama,Greene County,1669,958,711,3.8,11.6,83.5,0.0,0.0,0.0,1216,22193.0,5560.0,13647.0,2587.0,38.3,68.9,13.8,17.9,30.9,11.2,26.2,89.8,6.1,0.0,0.0,0.0,4.1,42.1,492,81.5,18.5,0.0,0.0,19.9
1063060100,Alabama,Greene County,3677,1399,2278,1.0,20.5,77.2,0.0,0.0,0.0,2932,22023.0,9483.0,16267.0,2725.0,30.2,54.9,20.7,18.0,35.5,6.4,19.3,77.6,16.1,0.0,0.0,1.6,4.7,28.9,1181,61.4,29.4,9.2,0.0,14.5
1063060200,Alabama,Greene County,3187,1701,1486,0.0,16.0,82.2,1.7,0.0,0.0,2385,17284.0,4025.0,12097.0,2747.0,48.9,79.3,30.5,17.9,7.2,12.5,32.0,77.4,12.1,0.0,3.7,3.7,3.3,22.8,738,87.3,12.5,0.3,0.0,11.5
1065040000,Alabama,Hale County,3632,1830,1802,3.2,60.1,35.2,0.7,0.6,0.0,2753,48647.0,7553.0,21136.0,2832.0,18.3,23.1,24.6,22.0,23.6,9.9,19.9,94.4,5.6,0.0,0.0,0.0,0.0,33.7,1384,86.1,11.3,2.6,0.0,16.8
1065040100,Alabama,Hale County,1417,700,717,0.0,48.1,51.9,0.0,0.0,0.0,1071,35075.0,9226.0,18917.0,3856.0,31.2,35.3,30.3,9.6,17.3,18.6,24.1,94.9,3.1,0.0,0.0,0.0,2.0,37.7,468,74.4,23.5,2.1,0.0,8.8
1065040200,Alabama,Hale County,1675,777,898,2.4,53.0,44.6,0.0,0.0,0.0,1324,51838.0,12581.0,24411.0,4671.0,11.2,9.1,27.3,11.4,20.0,26.9,14.3,82.7,10.3,0.0,0.0,1.0,6.1,36.3,594,86.0,12.1,1.9,0.0,2.3
1065040300,Alabama,Hale County,2014,838,1176,0.3,17.5,82.1,0.0,0.0,0.0,1564,42143.0,15984.0,20707.0,3437.0,21.7,22.2,32.9,18.0,14.6,12.1,22.3,91.2,3.9,0.0,1.9,0.0,3.0,30.1,726,75.8,17.2,7.0,0.0,5.8
1065040400,Alabama,Hale County,4783,2142,2641,0.0,27.9,71.5,0.0,0.1,0.0,3702,25104.0,2874.0,18317.0,3031.0,37.4,65.3,27.1,21.1,28.0,4.0,19.8,90.0,5.7,0.0,0.0,3.2,1.1,23.4,1540,79.9,11.7,8.4,0.0,13.9
1065040500,Alabama,Hale County,1474,762,712,2.3,32.8,64.9,0.0,0.0,0.0,1070,28606.0,5983.0,20457.0,4511.0,28.0,40.8,27.8,16.1,26.1,8.5,21.5,85.6,7.3,0.0,0.4,3.7,3.0,24.4,540,89.6,3.7,6.7,0.0,10.7
1067030100,Alabama,Henry County,1794,900,894,0.7,51.1,47.2,0.3,0.0,0.0,1402,40560.0,8703.0,20658.0,2736.0,13.9,23.7,32.2,15.8,17.0,14.8,20.2,80.8,7.4,0.0,0.0,5.1,6.6,25.4,748,81.1,16.2,2.7,0.0,13.7
1067030200,Alabama,Henry County,2870,1471,1399,4.1,48.7,46.0,0.0,0.0,0.0,2282,41612.0,12391.0,22542.0,4080.0,20.7,28.0,23.7,17.5,20.8,5.2,32.7,88.8,8.8,0.0,0.9,0.0,1.4,22.0,953,82.9,12.5,4.6,0.0,5.8
1067030300,Alabama,Henry County,2761,1337,1424,1.6,73.1,24.8,0.0,0.0,0.0,2574,40149.0,5218.0,22882.0,2651.0,18.6,61.2,18.0,30.5,21.1,5.3,25.1,84.2,10.9,0.0,3.4,0.9,0.7,30.9,1104,82.2,12.9,5.0,0.0,5.0
1067030400,Alabama,Henry County,1753,802,951,3.3,71.7,24.0,0.0,0.0,0.0,1325,39375.0,5947.0,21722.0,3232.0,15.7,27.7,36.2,21.5,18.4,15.9,7.9,83.4,12.0,0.0,0.0,3.0,1.6,24.0,748,81.1,12.8,5.1,0.9,6.3
1067030500,Alabama,Henry County,6446,2881,3565,1.3,76.2,21.4,0.0,0.0,0.0,4725,54527.0,4576.0,26960.0,3306.0,7.0,5.7,40.2,17.0,19.3,12.3,11.3,87.5,4.1,0.0,0.1,5.4,3.0,24.5,2861,80.1,15.6,4.3,0.0,5.6
1067030600,Alabama,Henry County,1486,817,669,7.9,84.3,7.5,0.0,0.0,0.0,1069,46397.0,11113.0,22580.0,2712.0,18.5,13.3,36.1,9.2,18.5,14.4,21.9,86.8,10.1,0.0,0.0,1.1,2.0,29.4,535,72.5,17.9,9.5,0.0,6.8
1069040100,Alabama,Houston County,5535,2761,2774,2.4,89.9,6.5,0.0,0.5,0.0,4321,55151.0,10029.0,28293.0,2946.0,7.7,4.9,34.9,16.6,24.7,13.7,10.1,93.7,5.2,0.0,0.1,0.5,0.5,22.0,2637,74.1,15.6,8.5,1.7,5.7
1069040201,Alabama,Houston County,9825,4543,5282,2.6,83.3,9.4,0.1,3.3,0.0,7383,65298.0,2447.0,37932.0,1738.0,8.2,10.9,45.6,12.0,23.7,9.4,9.4,90.3,5.6,0.2,0.3,0.7,3.0,21.1,4598,83.8,12.1,4.1,0.1,4.8
1069040202,Alabama,Houston County,8580,4161,4419,3.2,84.3,9.0,0.3,1.3,0.0,6597,74051.0,4064.0,37597.0,1922.0,5.6,5.0,50.7,10.3,26.1,4.9,7.9,90.8,4.6,0.0,0.3,0.3,4.0,17.7,4023,79.8,12.0,7.6,0.6,5.3
1069040301,Alabama,Houston County,3869,1763,2106,3.0,55.1,38.4,0.4,1.6,0.0,3009,37571.0,2747.0,22883.0,1740.0,16.9,22.0,28.7,22.4,24.1,9.3,15.6,88.1,7.6,0.1,0.8,1.6,1.8,18.0,1787,84.2,12.6,3.2,0.0,9.8
1069040302,Alabama,Houston County,3701,1701,2000,6.9,45.9,43.0,0.8,1.1,0.0,2668,36731.0,2688.0,18912.0,1452.0,22.2,38.0,26.2,28.4,25.0,4.8,15.5,85.6,7.9,0.5,3.0,1.6,1.4,17.2,1629,85.3,11.0,3.6,0.1,8.0
1069040400,Alabama,Houston County,2473,1208,1265,0.8,80.9,16.3,1.2,0.0,0.0,1841,53500.0,8792.0,37656.0,4162.0,13.9,20.4,42.4,10.2,29.5,8.5,9.4,87.5,7.2,0.0,0.2,0.4,4.7,13.1,1072,79.9,11.5,8.6,0.0,6.5
1069040500,Alabama,Houston County,3607,1784,1823,6.1,75.4,17.4,0.0,0.1,0.0,2767,45958.0,3684.0,29586.0,1799.0,16.2,27.2,38.2,21.1,24.5,7.2,9.1,85.9,7.9,0.0,0.7,0.3,5.2,18.0,1656,81.8,9.9,8.3,0.0,5.5
1069040600,Alabama,Houston County,2184,1130,1054,1.3,12.3,84.0,0.0,0.3,0.0,1556,14349.0,1476.0,10956.0,1440.0,57.3,81.3,13.2,30.2,30.7,6.9,19.0,78.1,12.8,0.7,4.9,1.4,2.1,19.5,583,88.7,3.8,7.5,0.0,22.6
1069040700,Alabama,Houston County,2966,1445,1521,8.0,47.2,41.4,0.1,0.7,0.0,2097,38333.0,5615.0,17074.0,1441.0,24.8,40.3,19.3,23.4,34.7,6.9,15.6,88.6,7.7,0.0,0.4,2.8,0.5,19.4,1152,82.7,10.6,6.7,0.0,12.5
1069040800,Alabama,Houston County,8618,4269,4349,6.4,74.1,15.5,0.4,0.5,0.0,6179,46646.0,4425.0,24481.0,1680.0,19.6,33.9,32.4,20.0,25.3,9.7,12.6,92.4,5.3,0.0,0.4,0.3,1.6,22.6,3597,82.2,12.4,5.5,0.0,6.4
1069040900,Alabama,Houston County,5050,2483,2567,4.8,66.9,25.1,0.1,1.6,0.0,3767,51968.0,2782.0,26007.0,1594.0,12.6,19.6,29.1,17.6,26.8,9.5,17.0,88.6,9.1,0.0,0.1,0.7,1.4,19.6,2422,83.1,12.8,4.0,0.1,6.9
1069041000,Alabama,Houston County,5204,2296,2908,2.3,28.8,66.1,0.1,0.7,0.0,3741,27634.0,2479.0,14723.0,836.0,34.3,55.6,16.7,26.7,24.2,11.2,21.3,84.8,9.6,0.3,1.4,2.2,1.8,21.0,1979,80.9,12.2,6.6,0.3,9.5
1069041100,Alabama,Houston County,3672,1752,1920,4.4,63.4,27.8,0.1,1.3,0.4,2845,37475.0,2442.0,20410.0,1327.0,22.6,42.9,23.9,19.3,26.4,13.8,16.6,87.4,8.9,0.2,0.4,1.3,1.8,19.9,1685,84.3,9.3,6.2,0.2,5.3
1069041200,Alabama,Houston County,2236,974,1262,4.6,35.0,58.7,0.7,0.0,0.0,1601,16234.0,1499.0,10979.0,1168.0,51.0,70.1,17.6,37.3,19.4,8.3,17.4,75.8,13.1,0.5,6.6,3.5,0.5,18.6,603,85.6,5.3,8.6,0.5,16.4
1069041400,Alabama,Houston County,3427,1728,1699,1.1,19.7,75.6,0.5,0.2,0.0,2588,24160.0,1717.0,13741.0,1193.0,38.8,64.0,19.3,26.0,29.1,6.9,18.7,85.5,8.9,0.0,2.6,2.0,0.9,16.4,1096,82.8,13.7,3.5,0.0,17.6
1069041500,Alabama,Houston County,4000,1817,2183,0.8,23.3,74.6,0.3,0.0,0.0,3119,29523.0,2645.0,21202.0,2187.0,31.1,60.3,22.9,29.7,20.7,6.4,20.3,85.3,12.5,0.0,0.5,0.1,1.6,20.3,1439,85.0,12.2,2.7,0.1,14.0
1069041600,Alabama,Houston County,5147,2502,2645,5.3,64.1,27.7,0.7,0.6,0.0,3842,38125.0,3523.0,20480.0,1136.0,18.7,30.7,25.8,21.4,26.1,11.0,15.6,88.1,9.0,0.0,0.1,0.6,2.3,21.8,2119,80.1,12.6,6.5,0.8,7.0
1069041700,Alabama,Houston County,1279,616,663,1.3,85.8,10.9,0.0,0.0,0.0,1012,32845.0,3316.0,17886.0,1999.0,19.1,24.9,24.9,18.4,28.7,15.5,12.6,90.3,4.7,0.7,2.0,1.5,0.7,29.0,414,79.0,16.4,4.6,0.0,0.7
1069041800,Alabama,Houston County,2040,958,1082,0.9,62.3,36.2,0.0,0.0,0.0,1676,39208.0,4284.0,22099.0,3132.0,19.3,33.4,26.1,12.1,23.4,20.6,17.9,91.4,3.3,0.0,0.0,0.5,4.9,33.1,671,84.4,10.1,5.5,0.0,15.4
1069041900,Alabama,Houston County,7669,3584,4085,2.5,81.7,12.4,0.5,0.2,0.0,5911,41935.0,3148.0,21988.0,1126.0,15.5,23.2,27.6,16.2,26.0,13.3,16.9,88.1,6.7,0.1,0.9,0.8,3.5,24.7,3198,81.3,12.7,5.9,0.1,5.2
1069042000,Alabama,Houston County,5824,2865,2959,0.6,85.9,10.7,0.2,0.0,0.0,4638,42167.0,2496.0,21798.0,1244.0,17.7,30.9,22.5,21.8,26.1,15.3,14.4,89.0,6.8,0.1,0.2,0.9,3.1,28.4,2393,81.5,10.3,8.2,0.0,7.5
1069042100,Alabama,Houston County,7202,3565,3637,0.8,89.4,7.2,0.3,0.1,0.0,5328,46574.0,6361.0,24410.0,2887.0,10.4,11.7,25.5,13.8,27.5,13.5,19.6,95.8,2.9,0.5,0.0,0.1,0.8,25.0,3355,82.0,14.2,3.8,0.0,6.1
1071950100,Alabama,Jackson County,6210,3186,3024,0.0,92.8,0.0,1.2,0.4,0.0,4929,38866.0,5143.0,22817.0,3982.0,18.4,25.8,22.2,8.8,23.6,13.6,31.7,84.2,6.8,0.0,4.4,0.6,4.0,32.1,2652,71.9,13.3,14.9,0.0,2.8
1071950200,Alabama,Jackson County,3173,1410,1763,0.8,86.6,5.8,2.0,0.0,0.0,2347,33177.0,6379.0,21280.0,2883.0,23.9,41.3,29.1,18.0,18.5,7.5,26.8,89.7,6.2,0.0,1.9,1.2,1.0,23.3,1198,82.7,11.1,6.2,0.0,6.0
1071950300,Alabama,Jackson County,5708,2999,2709,6.1,83.1,7.4,0.2,0.1,0.0,4214,34616.0,7049.0,18075.0,2410.0,21.2,29.7,26.7,14.3,17.2,10.3,31.5,91.0,3.8,0.0,2.4,1.2,1.5,27.0,1944,77.8,19.2,3.0,0.0,10.3
1071950400,Alabama,Jackson County,2121,1100,1021,5.9,87.9,0.3,2.9,0.0,0.0,1649,38640.0,4605.0,18369.0,2061.0,22.9,31.1,29.1,13.7,17.4,12.0,27.7,89.2,7.3,0.0,1.7,1.0,0.7,31.8,797,74.7,11.5,13.0,0.8,14.2
1071950500,Alabama,Jackson County,3497,1825,1672,3.3,90.5,0.9,1.7,0.3,0.3,2590,37679.0,4085.0,18741.0,2155.0,17.3,24.0,21.4,11.4,24.6,12.2,30.4,89.5,6.2,0.5,1.4,0.8,1.7,30.7,1311,73.7,21.7,4.6,0.0,12.7
1071950600,Alabama,Jackson County,5812,2752,3060,0.5,87.7,7.9,1.4,0.0,0.6,4652,39107.0,7382.0,19121.0,2336.0,16.8,25.4,13.9,9.6,26.2,12.7,37.7,87.7,9.1,0.1,0.6,0.9,1.5,20.4,2500,82.1,12.5,4.8,0.6,4.0
1071950700,Alabama,Jackson County,4659,2137,2522,4.5,91.7,2.3,0.8,0.0,0.0,3327,40651.0,4806.0,20452.0,2861.0,20.3,30.7,25.9,12.8,19.4,15.8,26.2,83.7,13.4,0.0,0.0,0.0,2.9,22.6,1725,83.1,15.5,1.4,0.0,3.3
1071950800,Alabama,Jackson County,4132,1836,2296,6.5,79.1,6.8,0.2,4.0,0.0,3411,38125.0,8710.0,20944.0,2786.0,26.2,44.3,35.1,20.2,21.3,7.7,15.7,91.2,7.2,0.0,0.0,0.8,0.8,16.5,1707,82.0,15.6,1.6,0.8,7.3
1071950900,Alabama,Jackson County,5599,2577,3022,4.9,91.4,2.7,0.0,0.0,0.0,4500,49133.0,7885.0,28262.0,3717.0,10.3,11.1,37.6,13.7,27.4,6.4,14.9,83.6,12.6,0.0,0.7,0.6,2.5,21.9,2126,66.8,22.7,10.5,0.0,9.8
1071951000,Alabama,Jackson County,4422,2468,1954,0.6,96.3,0.0,1.8,0.0,0.2,3549,33986.0,7517.0,19507.0,2648.0,18.7,18.3,20.0,11.5,23.0,14.0,31.6,89.5,6.9,0.0,0.0,1.2,2.5,31.1,1719,83.3,8.3,8.4,0.0,8.4
1071951100,Alabama,Jackson County,6993,3422,3571,1.0,92.2,0.8,0.5,0.5,0.0,5504,41012.0,6413.0,20264.0,2474.0,19.3,29.5,30.7,12.6,15.0,11.3,30.4,83.8,10.5,0.2,0.7,1.2,3.6,27.9,2582,76.2,16.7,7.1,0.0,10.9
1073000100,Alabama,Jefferson County,3114,1605,1509,9.8,16.4,73.3,0.0,0.0,0.0,2049,28517.0,5882.0,14959.0,2830.0,41.3,62.6,16.1,28.4,13.5,14.8,27.2,69.1,19.5,2.0,2.1,4.9,2.4,23.1,1220,89.7,3.9,2.5,3.9,10.7
1073000300,Alabama,Jefferson County,2124,1222,902,31.5,10.9,53.2,1.7,0.0,0.0,1279,19508.0,3127.0,14281.0,4048.0,45.4,77.6,14.3,19.8,19.0,29.7,17.2,67.5,6.9,4.8,12.4,3.1,5.3,19.7,873,94.0,5.2,0.0,0.8,13.3
1073000400,Alabama,Jefferson County,3515,1817,1698,0.0,12.7,86.9,0.0,0.0,0.0,2791,29527.0,7714.0,16079.0,3705.0,30.2,49.6,23.1,29.0,18.8,2.1,27.0,88.8,6.7,4.5,0.0,0.0,0.0,23.4,1200,86.8,10.1,3.2,0.0,21.2
1073000500,Alabama,Jefferson County,3060,1376,1684,2.0,7.7,90.0,0.0,0.0,0.0,2126,22072.0,6450.0,14028.0,2562.0,38.2,63.6,19.9,27.6,25.1,7.6,19.8,80.4,11.4,8.1,0.0,0.0,0.0,22.6,1006,85.7,6.3,8.1,0.0,21.0
1073000700,Alabama,Jefferson County,2739,1326,1413,1.9,0.0,97.2,0.0,0.0,0.0,1700,17083.0,5523.0,10178.0,1882.0,61.7,83.1,21.8,25.9,29.4,2.4,20.6,61.0,12.7,16.7,3.6,4.9,1.1,23.7,793,85.6,10.0,3.7,0.8,17.9
1073000800,Alabama,Jefferson County,3071,1641,1430,1.6,1.4,97.0,0.0,0.0,0.0,2672,21932.0,4319.0,15195.0,2315.0,32.0,48.2,16.0,37.4,18.8,5.4,22.4,67.8,20.4,5.1,1.2,5.5,0.0,20.3,1162,78.7,8.3,13.0,0.0,10.8
1073001100,Alabama,Jefferson County,4636,1833,2803,0.0,2.0,98.0,0.0,0.0,0.0,3610,37207.0,6877.0,21663.0,3329.0,16.1,30.0,40.7,23.1,18.2,4.3,13.7,85.9,10.2,0.0,0.9,0.0,3.1,21.3,1915,77.0,23.0,0.0,0.0,6.2
